time,user_id,channel_capacity,estimated_throughput,selected_bitrate
102,6,8249.68,6451.23,4000
102,7,4455.54,3679.19,2000
103,0,4803.93,4669.84,4000
103,1,2602.5,2206.85,1000
103,2,1101.91,992.3,500
103,3,6451.48,5591.23,4000
103,4,4288.31,3160.89,2000
103,5,2818.77,2579.51,2000
103,6,7818.23,6599.95,4000
103,7,4286.14,3413.66,2000
104,0,4908.53,4784.89,4000
104,1,2952.9,2757.18,2000
104,2,1199.47,1036.11,500
104,3,6075.71,5598.05,4000
104,4,4551.29,3458.8,2000
104,5,2669.07,2593.38,2000
104,6,7722.24,6573.01,4000
104,7,4348.69,3320.44,2000
105,0,5018.41,4673.0,4000
105,1,3147.64,2681.92,2000
105,2,1268.14,982.73,500
105,3,6494.34,5586.1,4000
105,4,4549.9,3467.35,2000
105,5,2769.38,2506.91,2000
105,6,7449.31,6440.09,4000
105,7,4251.92,3544.82,2000
106,0,4480.07,4520.19,4000
106,1,3421.93,2618.66,2000
106,2,1196.31,971.74,500
106,3,6278.64,5395.5,4000
106,4,4723.27,3451.99,2000
106,5,2710.58,2262.69,2000
106,6,7714.3,6010.97,4000
106,7,4406.17,3938.13,2000
107,0,4346.12,4305.53,2000
107,1,2995.09,2713.08,2000
107,2,1028.84,902.98,500
107,3,6587.59,5356.11,4000
107,4,4684.29,3475.76,2000
107,5,2628.33,2233.31,2000
107,6,7754.3,6194.11,4000
107,7,4531.62,3782.66,2000
108,0,4000.0,4066.71,2000
108,1,2762.71,2501.47,2000
108,2,1000.0,866.11,500
108,3,6425.09,5331.84,4000
108,4,4663.43,3225.7,2000
108,5,2410.89,2328.82,2000
108,6,7523.84,6555.46,4000
108,7,4280.63,3554.07,2000
109,0,4000.0,3960.34,2000
109,1,2533.33,2379.8,2000
109,2,1152.65,822.73,500
109,3,6492.96,5703.28,4000
109,4,4801.3,3515.65,2000
109,5,2461.97,2239.23,2000
109,6,7621.51,6236.44,4000
109,7,3949.01,3511.31,2000
110,0,4000.0,3604.13,2000
110,1,2739.84,2451.41,2000
110,2,1087.13,796.85,500
110,3,6091.32,5240.36,4000
110,4,5238.7,3834.99,2000
110,5,2669.19,2176.23,1000
110,6,7298.44,6240.34,4000
110,7,4121.44,3622.99,2000
111,0,4124.92,3391.61,2000
111,1,2857.85,2518.03,2000
111,2,1098.53,851.33,500
111,3,6276.99,5688.77,4000
111,4,5359.26,4192.14,2000
111,5,2483.54,2195.14,1000
111,6,7515.73,5947.44,4000
111,7,4343.26,3696.74,2000
112,0,4623.05,3663.74,2000
112,1,2666.18,2283.48,2000
112,2,1016.09,839.76,500
112,3,6491.89,5794.8,4000
112,4,5262.48,4020.03,2000
112,5,2476.73,2067.92,1000
112,6,7522.08,6443.87,4000
112,7,3863.34,3649.05,2000
113,0,4540.22,3699.37,2000
113,1,2513.12,2355.89,2000
113,2,1000.0,819.96,500
113,3,6285.53,5691.32,4000
113,4,5999.75,4270.96,2000
113,5,2663.43,2023.11,1000
113,6,7184.31,6487.43,4000
113,7,3532.73,3472.88,2000
114,0,4645.25,3557.97,2000
114,1,2664.83,2184.35,1000
114,2,1308.48,946.91,500
114,3,6002.81,5500.84,4000
114,4,6000.0,4157.92,2000
114,5,2524.48,1880.39,1000
114,6,7323.19,6822.68,4000
114,7,3303.05,3184.94,2000
115,0,4300.84,3612.78,2000
115,1,2523.64,2346.85,2000
115,2,1461.69,927.97,500
115,3,6524.92,5809.06,4000
115,4,5603.5,4674.26,4000
115,5,2242.49,2082.29,1000
115,6,7790.93,6757.69,4000
115,7,3400.46,3262.71,2000
116,0,4069.49,3517.14,2000
116,1,2587.49,2070.85,1000
116,2,1327.39,1125.07,1000
116,3,6422.9,5466.57,4000
116,4,5354.55,4793.68,4000
116,5,2340.16,2260.86,2000
116,6,8005.54,6596.87,4000
116,7,3341.8,3349.28,2000
117,0,4000.0,3736.28,2000
117,1,2536.74,1811.17,1000
117,2,1207.38,1048.93,500
117,3,6407.02,5613.21,4000
117,4,5663.91,4277.38,2000
117,5,2271.56,2169.24,1000
117,6,7994.84,6340.34,4000
117,7,3356.31,3143.44,2000
118,0,4224.27,3743.12,2000
118,1,2855.46,2134.99,1000
118,2,1305.11,1152.64,1000
118,3,6122.59,6167.13,4000
118,4,5613.54,4856.19,4000
118,5,2270.58,2280.27,2000
118,6,8144.54,6912.32,4000
118,7,3523.39,3481.06,2000
119,0,4326.71,3755.19,2000
119,1,2640.19,2210.4,1000
119,2,1515.62,1208.17,1000
119,3,6297.07,5910.43,4000
119,4,5502.78,5010.71,4000
119,5,2198.66,2075.07,1000
119,6,8218.68,6393.28,4000
119,7,3639.19,3213.32,2000
120,0,4330.61,3644.16,2000
120,1,2865.76,2384.49,2000
120,2,1379.45,1100.59,500
120,3,6676.89,5652.34,4000
120,4,5630.47,4891.56,4000
120,5,2353.25,1938.26,1000
120,6,8054.22,6804.48,4000
120,7,3852.82,3193.68,2000
121,0,4395.72,3890.67,2000
121,1,2731.05,2280.29,2000
121,2,1228.17,1065.38,500
121,3,6186.23,5597.62,4000
121,4,5717.89,5170.88,4000
121,5,2118.53,2015.62,1000
121,6,8078.06,6212.34,4000
121,7,3786.96,3100.34,2000
122,0,4479.19,4326.07,2000
122,1,3088.89,2501.33,2000
122,2,1390.43,1124.73,1000
122,3,5858.18,5347.99,4000
122,4,5873.4,4790.06,4000
122,5,2317.87,2137.17,1000
122,6,8174.76,6296.92,4000
122,7,4059.7,2961.88,2000
123,0,4635.56,4602.02,4000
123,1,3310.2,2607.58,2000
123,2,1301.58,1085.37,500
123,3,5889.07,5135.7,4000
123,4,6000.0,4941.55,4000
123,5,2242.0,2002.17,1000
123,6,7910.03,5996.23,4000
123,7,4430.12,3323.57,2000
124,0,5024.1,4422.82,2000
124,1,3523.69,2638.97,2000
124,2,1363.81,1167.44,1000
124,3,6004.89,5182.5,4000
124,4,6000.0,4742.74,4000
124,5,2325.73,1955.52,1000
124,6,7277.64,5857.64,4000
124,7,4355.97,3643.22,2000
125,0,5181.49,4449.47,4000
125,1,3322.61,2722.05,2000
125,2,1498.11,1129.83,1000
125,3,5846.99,4800.2,4000
125,4,6000.0,4664.16,4000
125,5,2448.78,1777.89,1000
125,6,7269.24,6078.36,4000
125,7,4469.65,3700.19,2000
126,0,5166.05,4305.17,2000
126,1,3442.47,2500.82,2000
126,2,1629.29,1183.13,1000
126,3,5684.55,4587.95,4000
126,4,5699.2,4584.75,4000
126,5,2292.47,1749.21,1000
126,6,7147.44,5969.34,4000
126,7,4381.67,3725.47,2000
127,0,5253.5,4275.0,2000
127,1,3191.46,2513.88,2000
127,2,1614.97,1380.55,1000
127,3,5240.49,4826.73,4000
127,4,5679.05,4851.34,4000
127,5,2167.51,1662.35,1000
127,6,7376.29,5766.21,4000
127,7,4244.29,3787.66,2000
128,0,5240.39,4412.1,2000
128,1,3617.49,2539.27,2000
128,2,1802.0,1537.96,1000
128,3,5224.99,5057.85,4000
128,4,5916.91,4866.07,4000
128,5,2112.54,1587.34,1000
128,6,6950.32,5643.09,4000
128,7,4013.17,3425.47,2000
129,0,5088.43,4231.57,2000
129,1,3482.7,2696.68,2000
129,2,1719.76,1488.81,1000
129,3,5433.32,4860.69,4000
129,4,5640.7,4775.49,4000
129,5,2145.62,1581.32,1000
129,6,7254.81,6036.87,4000
129,7,3884.87,3416.52,2000
130,0,4566.67,3772.17,2000
130,1,3336.55,2391.82,2000
130,2,1715.11,1299.04,1000
130,3,5205.9,4774.79,4000
130,4,5406.57,4697.68,4000
130,5,2045.45,1657.56,1000
130,6,7327.86,6142.5,4000
130,7,3838.04,3118.32,2000
131,0,4693.74,3737.8,2000
131,1,4318.11,2721.42,2000
131,2,1402.49,1264.5,1000
131,3,5637.08,4463.14,4000
131,4,5334.71,4603.07,4000
131,5,2088.55,1661.58,1000
131,6,7316.48,6556.48,4000
131,7,3731.98,3322.33,2000
132,0,4718.25,3802.62,2000
132,1,4642.08,3155.06,2000
132,2,1294.66,1296.44,1000
132,3,5823.33,4623.59,4000
132,4,5286.03,4280.9,2000
132,5,2078.92,1833.97,1000
132,6,7339.42,6949.98,4000
132,7,3795.04,3407.02,2000
133,0,4567.26,3721.63,2000
133,1,4584.69,3281.15,2000
133,2,1048.74,1150.2,1000
133,3,5725.21,4010.87,2000
133,4,5535.18,4738.87,4000
133,5,2008.95,1852.08,1000
133,6,7499.54,6409.84,4000
133,7,3747.41,3691.92,2000
134,0,4851.16,3881.34,2000
134,1,4308.12,3209.19,2000
134,2,1000.0,986.79,500
134,3,5573.06,4145.37,2000
134,4,5402.93,4765.36,4000
134,5,1850.46,1794.56,1000
134,6,7805.31,6779.41,4000
134,7,3682.7,3542.08,2000
135,0,5034.29,4029.64,2000
135,1,4380.3,3485.32,2000
135,2,1000.0,881.86,500
135,3,5333.05,4264.54,2000
135,4,5372.25,4866.9,4000
135,5,1864.47,1772.95,1000
135,6,7522.76,5893.56,4000
135,7,4285.62,3278.06,2000
136,0,4930.88,3969.61,2000
136,1,4852.22,3819.51,2000
136,2,1083.48,840.42,500
136,3,4999.18,4235.22,2000
136,4,5493.76,4565.11,4000
136,5,1632.37,1453.81,1000
136,6,7793.43,6624.85,4000
136,7,4167.84,3220.95,2000
137,0,4463.45,4127.03,2000
137,1,4755.09,3696.05,2000
137,2,1112.05,842.87,500
137,3,5111.49,4111.26,2000
137,4,5366.31,4716.38,4000
137,5,1637.54,1379.3,1000
137,6,7171.35,6544.92,4000
137,7,4003.28,3010.18,2000
138,0,4569.82,3892.79,2000
138,1,5054.4,3752.22,2000
138,2,1000.0,813.3,500
138,3,4934.13,4009.69,2000
138,4,5294.17,4314.86,2000
138,5,1519.98,1387.52,1000
138,6,7605.08,6603.85,4000
138,7,3789.08,3112.01,2000
139,0,4620.4,4360.69,2000
139,1,5462.37,4299.77,2000
139,2,1000.0,780.79,500
139,3,5388.64,4152.47,2000
139,4,5487.96,4620.89,4000
139,5,1602.93,1474.5,1000
139,6,7663.59,6902.26,4000
139,7,3726.95,3500.93,2000
140,0,4132.63,4395.24,2000
140,1,5498.26,4445.02,4000
140,2,1000.0,800.69,500
140,3,5578.57,4240.74,2000
140,4,5464.35,5017.8,4000
140,5,1665.87,1455.62,1000
140,6,7447.62,6230.53,4000
140,7,4046.82,3553.54,2000
141,0,4000.0,4105.41,2000
141,1,5427.48,4653.11,4000
141,2,1000.0,860.56,500
141,3,5276.2,4174.15,2000
141,4,5561.59,4354.43,2000
141,5,1703.6,1536.69,1000
141,6,7399.05,6216.49,4000
141,7,3857.87,3407.49,2000
142,0,4010.33,3950.07,2000
142,1,5538.23,4619.42,4000
142,2,1142.73,879.5,500
142,3,5020.91,4176.59,2000
142,4,5679.96,4362.46,2000
142,5,1663.45,1472.04,1000
142,6,7610.74,5360.53,4000
142,7,3326.06,3137.34,2000
143,0,4000.0,3628.2,2000
143,1,5565.58,4112.69,2000
143,2,1342.03,962.55,500
143,3,5099.21,3996.99,2000
143,4,5528.34,4280.11,2000
143,5,1731.83,1566.33,1000
143,6,7495.97,5286.35,4000
143,7,3152.41,2833.88,2000
144,0,4243.83,3584.33,2000
144,1,5694.49,4816.24,4000
144,2,1488.79,1180.25,1000
144,3,5229.74,4797.4,4000
144,4,5252.42,4474.97,4000
144,5,1682.22,1655.02,1000
144,6,7300.92,6640.34,4000
144,7,3485.06,2932.37,2000
145,0,4000.0,3618.7,2000
145,1,5224.48,4686.54,4000
145,2,1595.7,1191.91,1000
145,3,4758.95,4337.21,2000
145,4,5159.34,4504.72,4000
145,5,1747.81,1645.08,1000
145,6,7347.21,7047.17,4000
145,7,3591.42,3169.56,2000
146,0,4000.0,3674.52,2000
146,1,5093.37,4206.33,2000
146,2,1485.4,1153.19,1000
146,3,4939.32,4676.33,4000
146,4,4896.8,4121.88,2000
146,5,1861.44,1431.6,1000
146,6,7689.85,6553.85,4000
146,7,3765.22,3299.55,2000
147,0,4251.86,3486.42,2000
147,1,4779.64,4350.25,2000
147,2,1513.11,1217.81,1000
147,3,5173.8,4309.12,2000
147,4,4899.93,4286.57,2000
147,5,2291.7,1748.15,1000
147,6,7272.7,6226.41,4000
147,7,4029.9,3236.63,2000
148,0,4192.33,3741.86,2000
148,1,4791.14,4621.9,4000
148,2,1377.42,1252.33,1000
148,3,5466.99,4441.72,2000
148,4,5066.28,4721.43,4000
148,5,2582.88,2082.39,1000
148,6,7053.12,6183.6,4000
148,7,3935.4,3686.3,2000
149,0,4484.88,3402.42,2000
149,1,4824.72,4519.12,4000
149,2,1389.36,1157.62,1000
149,3,5605.51,4632.65,4000
149,4,4850.86,4925.9,4000
149,5,2587.39,1919.36,1000
149,6,6515.02,6149.09,4000
149,7,4154.51,3597.19,2000
150,0,4903.98,3904.47,2000
150,1,4588.34,4628.53,4000
150,2,1216.35,1204.65,1000
150,3,5889.83,4562.11,4000
150,4,4935.49,5221.97,4000
150,5,2446.7,1809.68,1000
150,6,6569.18,5958.91,4000
150,7,3898.08,3350.97,2000
151,0,4953.01,3698.46,2000
151,1,4362.32,4496.67,4000
151,2,1000.0,1137.22,1000
151,3,5954.33,4862.44,4000
151,4,5211.46,4743.66,4000
151,5,2517.97,1886.47,1000
151,6,6568.58,5708.14,4000
151,7,3750.76,3190.26,2000
152,0,4696.42,3688.19,2000
152,1,4669.82,4400.32,2000
152,2,1000.0,1010.53,500
152,3,6361.45,4941.81,4000
152,4,5140.37,4885.32,4000
152,5,2756.56,1894.01,1000
152,6,6738.31,5214.06,4000
152,7,3716.51,3000.0,2000
153,0,4247.95,3652.94,2000
153,1,4330.96,3981.74,2000
153,2,1000.0,871.48,500
153,3,6849.76,4847.1,4000
153,4,5008.9,4635.83,4000
153,5,2783.22,1857.32,1000
153,6,6838.43,6144.71,4000
153,7,3749.27,3219.17,2000
154,0,4524.42,3641.87,2000
154,1,4189.97,3842.19,2000
154,2,1000.0,902.81,500
154,3,6869.3,5208.28,4000
154,4,5224.31,5151.3,4000
154,5,2804.08,2008.04,1000
154,6,6444.18,5756.11,4000
154,7,3548.57,3217.03,2000
155,0,4633.42,3984.93,2000
155,1,3556.91,3356.0,2000
155,2,1102.31,928.32,500
155,3,6900.84,5255.6,4000
155,4,5168.69,4881.53,4000
155,5,3000.0,2212.1,1000
155,6,6275.45,5272.19,4000
155,7,3447.8,3257.83,2000
156,0,4744.47,4092.44,2000
156,1,3832.24,3042.86,2000
156,2,1172.29,969.99,500
156,3,7237.4,5316.7,4000
156,4,5299.25,4681.16,4000
156,5,2985.31,2150.08,1000
156,6,6843.56,5141.9,4000
156,7,3670.06,3103.22,2000
157,0,4712.55,4495.33,4000
157,1,3692.09,3324.44,2000
157,2,1000.0,944.21,500
157,3,7750.64,5044.16,4000
157,4,5571.44,4433.19,2000
157,5,2928.87,2126.92,1000
157,6,6848.26,5176.0,4000
157,7,3377.15,2844.91,2000
158,0,4957.01,4060.95,2000
158,1,3165.68,3150.12,2000
158,2,1173.04,997.94,500
158,3,8097.23,5663.49,4000
158,4,5495.9,4270.93,2000
158,5,2538.4,2151.81,1000
158,6,6757.93,5410.52,4000
158,7,3361.1,3202.17,2000
159,0,4911.22,3993.84,2000
159,1,3076.51,3027.95,2000
159,2,1350.13,1084.32,500
159,3,7940.4,5711.76,4000
159,4,5507.2,4602.79,4000
159,5,2546.08,2091.27,1000
159,6,6632.49,5196.14,4000
159,7,3017.98,3047.72,2000
160,0,5036.91,3725.5,2000
160,1,2453.19,2642.7,2000
160,2,1205.28,1057.47,500
160,3,8347.69,5716.12,4000
160,4,5361.76,4473.76,4000
160,5,2369.99,1956.32,1000
160,6,6583.0,5223.68,4000
160,7,3534.96,3261.67,2000
161,0,5381.03,3918.99,2000
161,1,2531.48,2583.46,2000
161,2,1308.34,991.33,500
161,3,8714.33,5838.01,4000
161,4,5083.86,4374.71,2000
161,5,2364.62,1960.35,1000
161,6,6450.14,5334.02,4000
161,7,3142.99,2953.4,2000
162,0,5620.63,4510.62,4000
162,1,2544.39,2593.96,2000
162,2,1342.71,1020.0,500
162,3,8982.91,6897.47,4000
162,4,5139.95,4411.85,2000
162,5,2500.22,2050.5,1000
162,6,6375.77,5412.61,4000
162,7,3470.99,2942.14,2000
163,0,6151.82,4697.11,4000
163,1,2877.23,2515.88,2000
163,2,1630.76,1243.71,1000
163,3,8677.18,6829.86,4000
163,4,5157.76,4890.8,4000
163,5,2306.2,1903.57,1000
163,6,6201.85,5250.52,4000
163,7,3241.46,2856.81,2000
164,0,6235.86,4613.92,4000
164,1,2820.36,2501.07,2000
164,2,1507.17,1294.9,1000
164,3,8497.4,6791.75,4000
164,4,5670.21,5062.77,4000
164,5,2306.3,2055.62,1000
164,6,6397.38,5094.79,4000
164,7,3043.73,2771.1,2000
165,0,5892.64,4248.3,2000
165,1,2908.23,2458.16,2000
165,2,1210.44,1217.41,1000
165,3,8509.14,7376.96,4000
165,4,6000.0,5148.28,4000
165,5,2164.12,1983.16,1000
165,6,6188.8,4977.96,4000
165,7,3234.74,2626.18,2000
166,0,5689.89,4678.59,4000
166,1,2629.72,2322.51,2000
166,2,1249.24,1175.37,1000
166,3,8562.32,6624.47,4000
166,4,6000.0,5137.33,4000
166,5,2099.45,1901.77,1000
166,6,6290.81,5460.18,4000
166,7,3372.44,2579.53,2000
167,0,5654.35,4679.32,4000
167,1,2714.39,2351.89,2000
167,2,1403.65,1141.3,1000
167,3,8780.4,6712.31,4000
167,4,5714.25,5143.54,4000
167,5,2222.47,1826.29,1000
167,6,6274.64,5856.96,4000
167,7,3390.66,2677.8,2000
168,0,5958.9,4867.07,4000
168,1,2978.73,2475.85,2000
168,2,1534.48,1201.74,1000
168,3,8701.63,6878.67,4000
168,4,5571.31,5008.93,4000
168,5,2272.36,1819.66,1000
168,6,6507.92,5748.29,4000
168,7,3334.98,2500.46,2000
169,0,6769.68,5073.54,4000
169,1,3555.71,2733.19,2000
169,2,1507.27,1124.57,1000
169,3,8675.05,6323.25,4000
169,4,5820.2,4539.84,4000
169,5,2527.84,2009.05,1000
169,6,6098.41,5633.42,4000
169,7,2888.39,2357.41,2000
170,0,6677.03,4622.17,4000
170,1,3218.7,2761.26,2000
170,2,1400.06,1058.78,500
170,3,8805.37,7055.76,4000
170,4,5900.62,4829.28,4000
170,5,2553.05,1985.76,1000
170,6,5849.63,5574.67,4000
170,7,2843.01,2671.32,2000
171,0,6746.37,4447.99,4000
171,1,3213.13,2855.82,2000
171,2,1448.38,1115.93,1000
171,3,8802.59,7135.28,4000
171,4,5697.37,4462.32,4000
171,5,2676.54,1921.34,1000
171,6,5906.07,4948.82,4000
171,7,2847.41,2596.35,2000
172,0,6227.47,4544.01,4000
172,1,3191.61,2594.95,2000
172,2,1425.83,1097.26,500
172,3,8720.92,7931.21,4000
172,4,5436.73,4440.61,2000
172,5,2500.7,1987.85,1000
172,6,6022.16,5078.26,4000
172,7,2709.77,2539.41,2000
173,0,6186.39,4430.67,2000
173,1,3244.63,2682.26,2000
173,2,1276.83,1130.45,1000
173,3,8466.95,7657.1,4000
173,4,5089.59,4165.46,2000
173,5,2260.66,1944.33,1000
173,6,5717.84,4758.97,4000
173,7,2749.64,2423.68,2000
174,0,6086.41,4643.31,4000
174,1,3311.96,2712.42,2000
174,2,1270.09,1138.66,1000
174,3,8512.57,6840.62,4000
174,4,4922.06,4308.6,2000
174,5,2436.42,1927.37,1000
174,6,5423.79,4476.07,4000
174,7,2871.53,2359.09,2000
175,0,6488.61,4892.56,4000
175,1,3519.02,2666.84,2000
175,2,1433.72,1143.62,1000
175,3,8396.84,6659.96,4000
175,4,4884.58,3978.44,2000
175,5,2221.45,1850.18,1000
175,6,5292.63,4292.4,2000
175,7,2994.94,2326.84,2000
176,0,6568.49,5068.2,4000
176,1,3932.42,3096.79,2000
176,2,1454.7,1155.73,1000
176,3,8645.87,6716.55,4000
176,4,4537.02,3713.57,2000
176,5,2245.11,1902.94,1000
176,6,5018.29,4028.87,2000
176,7,2625.71,2182.45,1000
177,0,6019.46,5247.11,4000
177,1,3891.89,3510.74,2000
177,2,1476.16,1344.43,1000
177,3,8858.27,7642.31,4000
177,4,4710.23,4103.57,2000
177,5,2332.5,2071.66,1000
177,6,4818.3,4145.12,2000
177,7,2148.71,2159.75,1000
178,0,6436.73,5194.06,4000
178,1,3656.25,3590.35,2000
178,2,1718.38,1534.67,1000
178,3,8777.77,7649.19,4000
178,4,5041.59,4044.9,2000
178,5,2121.48,2077.83,1000
178,6,4964.78,4371.48,2000
178,7,2000.0,2161.18,1000
179,0,6674.12,5926.49,4000
179,1,3641.4,3681.44,2000
179,2,1996.7,1567.31,1000
179,3,8833.82,8073.06,4000
179,4,4954.99,4467.66,4000
179,5,1879.74,2147.66,1000
179,6,4899.11,4725.43,4000
179,7,2000.0,2181.3,1000
180,0,6689.15,5817.8,4000
180,1,3738.47,3141.76,2000
180,2,2184.13,1624.96,1000
180,3,8500.63,7842.92,4000
180,4,4867.63,4439.12,2000
180,5,1763.86,1900.95,1000
180,6,4993.9,4279.37,2000
180,7,2307.56,2017.68,1000
181,0,6968.35,6260.52,4000
181,1,3785.08,3012.89,2000
181,2,2074.38,1947.91,1000
181,3,8973.24,8703.17,4000
181,4,4879.95,4484.15,4000
181,5,1879.18,1801.21,1000
181,6,4841.84,4523.84,4000
181,7,2398.33,2141.24,1000
182,0,7057.27,6825.82,4000
182,1,3832.97,2902.43,2000
182,2,2150.32,1885.02,1000
182,3,9335.07,7945.98,4000
182,4,5021.98,4710.22,4000
182,5,1721.73,1611.98,1000
182,6,5182.49,4187.66,2000
182,7,2808.49,2371.33,2000
183,0,6541.0,6457.52,4000
183,1,3840.09,2968.26,2000
183,2,1838.65,1555.14,1000
183,3,9254.99,7388.83,4000
183,4,5432.82,4428.11,2000
183,5,1775.83,1610.37,1000
183,6,4966.61,3831.83,2000
183,7,2800.69,2277.01,2000
184,0,6521.23,5933.2,4000
184,1,3695.3,3316.68,2000
184,2,1766.52,1564.6,1000
184,3,9429.03,7865.86,4000
184,4,5303.4,4504.27,4000
184,5,1762.62,1635.44,1000
184,6,5509.1,4731.3,4000
184,7,2444.77,2415.59,2000
185,0,6736.79,6022.89,4000
185,1,3341.25,3087.98,2000
185,2,1593.85,1379.89,1000
185,3,8719.26,8001.68,4000
185,4,5101.06,4378.9,2000
185,5,1906.12,1717.35,1000
185,6,5638.33,4728.52,4000
185,7,2389.39,2237.41,2000
186,0,6851.86,6173.22,4000
186,1,3389.96,2938.08,2000
186,2,1440.9,1307.11,1000
186,3,8770.85,7720.92,4000
186,4,5466.6,4070.43,2000
186,5,1973.42,1811.74,1000
186,6,5878.83,4468.95,4000
186,7,2330.14,2051.78,1000
187,0,6761.08,6557.5,4000
187,1,2888.09,2660.9,2000
187,2,1382.64,1288.19,1000
187,3,8694.45,7799.76,4000
187,4,5625.02,4166.47,2000
187,5,1868.69,1791.11,1000
187,6,6298.5,5124.42,4000
187,7,2000.0,1909.06,1000
188,0,6909.95,6439.35,4000
188,1,2740.62,2551.72,2000
188,2,1362.82,1273.28,1000
188,3,8712.52,7501.01,4000
188,4,5249.96,4390.23,2000
188,5,1751.86,1649.36,1000
188,6,6636.27,5462.8,4000
188,7,2221.55,1785.98,1000
189,0,6849.28,6369.51,4000
189,1,2268.12,2243.85,2000
189,2,1294.6,1176.77,1000
189,3,8452.57,7472.54,4000
189,4,5098.05,4332.68,2000
189,5,1731.27,1644.42,1000
189,6,6875.71,5512.42,4000
189,7,2273.45,1914.83,1000
190,0,7004.0,6234.23,4000
190,1,2677.71,2253.59,2000
190,2,1351.8,1154.12,1000
190,3,8530.48,7320.13,4000
190,4,4718.33,4314.92,2000
190,5,1336.66,1416.77,1000
190,6,6972.81,5478.21,4000
190,7,2249.74,1931.74,1000
191,0,6895.81,6157.72,4000
191,1,2876.16,2157.24,1000
191,2,1307.19,1099.56,500
191,3,8468.89,7576.54,4000
191,4,4964.92,4812.63,4000
191,5,1229.86,1241.12,1000
191,6,6587.11,5420.84,4000
191,7,2209.58,1808.99,1000
192,0,6776.12,6296.57,4000
192,1,2966.03,1961.3,1000
192,2,1659.55,1309.91,1000
192,3,8289.87,7093.29,4000
192,4,4860.76,3984.85,2000
192,5,1220.39,1242.31,1000
192,6,6686.06,5396.84,4000
192,7,2275.47,1705.83,1000
193,0,6803.75,6527.08,4000
193,1,2809.45,1799.29,1000
193,2,1733.66,1285.35,1000
193,3,7576.22,6848.2,4000
193,4,4646.55,4363.58,2000
193,5,1051.48,1147.3,1000
193,6,6621.97,5513.85,4000
193,7,2140.96,1569.54,1000
194,0,6802.36,5961.96,4000
194,1,3104.08,2091.66,1000
194,2,1527.65,1183.21,1000
194,3,7706.19,6497.64,4000
194,4,5113.75,4631.79,4000
194,5,1114.44,1062.65,500
194,6,6691.12,5243.14,4000
194,7,2143.1,1685.49,1000
195,0,6843.43,6042.36,4000
195,1,3653.14,2468.24,2000
195,2,1601.6,1206.69,1000
195,3,7691.81,6382.11,4000
195,4,5382.59,4936.05,4000
195,5,1146.04,1010.44,500
195,6,6743.5,5511.15,4000
195,7,2000.0,1502.86,1000
196,0,6810.4,5870.05,4000
196,1,3522.2,2668.43,2000
196,2,1397.81,1264.01,1000
196,3,7421.88,6310.08,4000
196,4,4877.14,4612.22,4000
196,5,1130.85,1015.87,500
196,6,6593.89,5364.32,4000
196,7,2000.0,1563.3,1000
197,0,6439.38,5693.79,4000
197,1,3470.09,2492.35,2000
197,2,1578.8,1244.29,1000
197,3,7040.09,5924.38,4000
197,4,4613.37,4127.12,2000
197,5,1149.79,1009.4,500
197,6,6347.73,5469.64,4000
197,7,2000.0,1499.36,1000
198,0,6337.06,5990.87,4000
198,1,3721.57,2471.12,2000
198,2,1409.68,1183.56,1000
198,3,7322.06,6345.58,4000
198,4,4651.99,4200.21,2000
198,5,1099.3,959.88,500
198,6,6342.76,5544.75,4000
198,7,2000.0,1466.09,1000
199,0,5821.21,5541.86,4000
199,1,3642.23,2351.0,2000
199,2,1550.86,1075.55,500
199,3,7370.04,6258.94,4000
199,4,5139.08,4128.21,2000
199,5,1253.07,1044.06,500
199,6,6179.28,5351.6,4000
199,7,2006.83,1597.5,1000
200,0,5890.36,4971.0,4000
200,1,3941.1,2441.75,2000
200,2,1461.36,1126.12,1000
200,3,7894.52,6267.5,4000
200,4,5007.67,3593.07,2000
200,5,1257.93,1155.98,1000
200,6,6011.16,5327.12,4000
200,7,2062.65,1574.81,1000
201,0,5738.49,4867.57,4000
201,1,3840.01,2620.54,2000
201,2,1358.42,1117.02,1000
201,3,7536.36,5752.9,4000
201,4,5044.13,4113.69,2000
201,5,1345.73,1244.01,1000
201,6,6139.88,5432.49,4000
201,7,2267.63,1680.48,1000
202,0,5707.2,4749.88,4000
202,1,4051.73,2488.23,2000
202,2,1341.14,1081.53,500
202,3,7440.12,5516.55,4000
202,4,5179.36,4040.76,2000
202,5,1477.15,1128.24,1000
202,6,5972.8,5435.96,4000
202,7,2252.36,1777.33,1000
203,0,5794.79,4608.78,4000
203,1,3840.65,2899.33,2000
203,2,1356.51,1080.54,500
203,3,7319.41,5627.57,4000
203,4,4734.07,3923.73,2000
203,5,1142.58,1133.87,1000
203,6,6029.47,4878.85,4000
203,7,2111.97,1649.81,1000
204,0,5914.97,4471.33,4000
204,1,4214.83,2807.0,2000
204,2,1282.26,1157.71,1000
204,3,7195.02,6334.85,4000
204,4,5021.48,3752.74,2000
204,5,1187.07,1009.31,500
204,6,6346.38,5434.55,4000
204,7,2184.15,1751.65,1000
205,0,5995.77,4466.34,4000
205,1,4535.78,3081.16,2000
205,2,1476.51,1129.64,1000
205,3,7331.08,6140.78,4000
205,4,5232.93,4077.46,2000
205,5,1264.18,923.76,500
205,6,6231.09,5444.0,4000
205,7,2373.29,1829.57,1000
